id,piece_name,category,era_or_year,materials_gemstones,price_type,source_site,listing_url,first_price,current_price,min_price,max_price,first_seen,last_seen,times_seen,status,notes
url:onlineonly.christies.com.cn/s/jewels-online/david-webb-diamond-gold-bracelets-222/112673,Diamond and Gold Bracelets,bracelet,,"diamonds, 18k gold",hammer,christies.com,https://onlineonly.christies.com.cn/s/jewels-online/david-webb-diamond-gold-bracelets-222/112673,10000,13750,10000,13750,2026-08-05,2026-08-05,1,active,"Sold February 10, 2021, Christie's Jewels Online. Referenced in Christie's collecting guide for David Webb."
url:www.1stdibs.com/buy/david-webb-ruby-ring,"Ruby, Emerald, and Diamond Carved Cocktail Ring",ring,20th century,"18k yellow gold, carved ruby, 20 round-cut emeralds, 40 round-cut diamonds",asking,1stdibs.com,https://www.1stdibs.com/buy/david-webb-ruby-ring/,13630,13630,13630,13630,2026-08-04,2026-08-05,2,active,"Average sale price for ruby rings on 1stDibs; range $2,200–$500,000; accompanied by certificate of authenticity"
url:www.beladora.com/store/filter,Frog Bangle (18K Gold),bracelet,,"18k yellow gold, enamel",asking,beladora.com,https://www.beladora.com/store/filter?boutique=59197,13500,13500,13500,13500,2026-08-05,2026-08-05,1,active,Listed as 'David Webb Frog Bangle in 18K Gold #510535'; simpler/smaller example compared to full diamond/ruby versions
url:www.sothebys.com/en/buy/auction/2026/fine-jewelry-ge2612/coral-ceramic-and-diamond-sautoir,"Coral, Ceramic and Diamond Sautoir",necklace,,"coral beads, ceramic elements, brilliant-cut diamonds, hammered gold clasp",estimate,sothebys.com,https://www.sothebys.com/en/buy/auction/2026/fine-jewelry-ge2612/coral-ceramic-and-diamond-sautoir,12500,12500,12500,12500,2026-08-04,2026-08-04,1,inactive,"Estimate 10,000–15,000 CHF (~$11,000–$16,500 USD); Fine Jewelry Geneva sale, 14 May 2026, lot 732; property from a Distinguished Collector; restricted species notation"
meta:phillips.com|lion brooch/pendant|hammer|10000,Lion Brooch/Pendant,brooch,,"Rock crystal, 18k gold",hammer,phillips.com,,10000,10000,10000,10000,2026-08-05,2026-08-05,1,active,"Sold for $10,000 by Phillips, New York, December 2011."
url:www.1stdibs.com/jewelry/bracelets/retro-bracelets/david-webb-fishscale-bracelet/id-j_19381862,David Webb Fishscale Bracelet,bracelet,1970s,"18k yellow gold, fishscale and rope/braid motif",asking,1stdibs.com,https://www.1stdibs.com/jewelry/bracelets/retro-bracelets/david-webb-fishscale-bracelet/id-j_19381862,9500,9500,9500,9500,2026-08-05,2026-08-05,1,active,"Weight 43.9g; good condition; vintage 1970s; signed David Webb; New York, NY seller"
url:www.1stdibs.com/jewelry/bracelets/link-bracelets/david-webb-fishscale-bracelet/id-j_19549292,David Webb Fishscale Bracelet (second listing),bracelet,1970s,"18k yellow gold, fishscale and rope/braid motif",asking,1stdibs.com,https://www.1stdibs.com/jewelry/bracelets/link-bracelets/david-webb-fishscale-bracelet/id-j_19549292,9500,9500,9500,9500,2026-08-05,2026-08-05,1,active,"Weight 43.9g; excellent polish and shine; signed David Webb; New York, NY seller"
url:fortunaauction.com/david-webb-auction-results-selling-guide,David Webb Zebra Enamel Ring,ring,2023,"18k yellow gold, black & white enamel",hammer,fortunaauction.com,https://fortunaauction.com/david-webb-auction-results-selling-guide/,8750,8750,8750,22500,2026-08-04,2026-08-05,2,active,"Fortuna Auction Sale 1095, May 2023, Lot 2003; benchmark for single-animal enamel pieces at ring scale"
url:www.1stdibs.com/buy/david-webb-mabe-pearl-earrings,David Webb Mabe Pearl & Diamond Clip-On Earrings,earrings,circa 1960,"18k yellow gold, mabe pearls, diamonds",asking,1stdibs.com,https://www.1stdibs.com/buy/david-webb-mabe-pearl-earrings/,7500,7500,7500,7500,2026-08-05,2026-08-05,1,active,"Average sale price for mabe pearl earrings category; range $3,900–$18,000; hammered gold rope surround; also a mabé pearl & black enamel variant circa 1960"
url:onlineonly.christies.com.cn/s/jewels-online/david-webb-gold-diamond-earrings-134/112587,Gold and Diamond Earrings,earrings,,"diamonds, 18k gold",hammer,christies.com,https://onlineonly.christies.com.cn/s/jewels-online/david-webb-gold-diamond-earrings-134/112587,6875,6875,6875,6875,2026-08-05,2026-08-05,1,active,"Sold February 10, 2021, Christie's Jewels Online. Referenced in Christie's collecting guide for David Webb."
url:www.1stdibs.com/jewelry/rings/more-rings/david-webb-zebra-enamel-gold-ring/id-j_8399642,David Webb Zebra Enamel Gold Ring,ring,20th century,"18k yellow gold, black & white enamel",asking,1stdibs.com,https://www.1stdibs.com/jewelry/rings/more-rings/david-webb-zebra-enamel-gold-ring/id-j_8399642,6000,6000,6000,6000,2026-08-04,2026-08-05,2,active,"Ring size 5.25; top 15mm x 20mm; weighs 21.4g; marked Webb 18k; seller in New York, NY"
url:www.invaluable.com/blog/david-webb-jewelry,"Maltese Cross Brooch (18kt Gold, Diamonds & Enamel) — Dupuis Auction",brooch,,"18k gold, diamonds, enamel",hammer,invaluable.com,https://www.invaluable.com/blog/david-webb-jewelry/,5625,5625,5625,5625,2026-08-05,2026-08-05,1,active,"Sold for CAD 7,500 (approx. USD 5,625) at Dupuis Auctioneers, Canada, November 2016. Cross Maltese brooch with enamel and diamonds."
url:www.1stdibs.com/jewelry/necklaces/necklace-enhancers/designer-david-webb-zebra-enamel-18-karat-gold-pendant/id-j_6536842,David Webb Zebra Enamel 18K Gold Pendant,necklace,,"18k yellow gold, black & white enamel",asking,1stdibs.com,https://www.1stdibs.com/jewelry/necklaces/necklace-enhancers/designer-david-webb-zebra-enamel-18-karat-gold-pendant/id-j_6536842,5500,5500,5500,5500,2026-08-04,2026-08-05,2,active,"List price $7,000; estate piece; seller in Scottsdale, AZ"
meta:phillips.com|gold taurus belt buckle|hammer|2500,Gold Taurus Belt Buckle,other,,Gold,hammer,phillips.com,,2500,2500,2500,2500,2026-08-05,2026-08-05,1,active,"Sold for $2,500 by Phillips, New York, December 2012."
url:www.1stdibs.com/buy/webb-brooch,Coral & Diamond Frog Brooch,brooch,20th century,"18k gold, platinum, coral, diamonds, white enamel",asking,1stdibs.com,https://www.1stdibs.com/buy/webb-brooch/,,,,,2026-08-04,2026-08-04,1,inactive,"Coral carved into frog form. Part of David Webb coral brooch category (range $4,000–$94,000, avg $24,900). Price not individually listed in search results."
url:www.1stdibs.com/jewelry/brooches/brooches/david-webb-coral-maltese-cross-pendant/id-j_10736212,Coral Maltese Cross Pendant/Brooch,brooch,1980s,"18k gold, coral, sapphires, diamonds (84), sugarloaf emerald center",asking,1stdibs.com,https://www.1stdibs.com/jewelry/brooches/brooches/david-webb-coral-maltese-cross-pendant/id-j_10736212/,,,,,2026-08-05,2026-08-05,1,active,"4 coral sections, 4 sapphires, 84 diamonds surrounding a sugarloaf emerald center. Condition: excellent, wear consistent with age. Signed Webb."
"meta:christies.com|coral, emerald, and diamond bracelet|estimate|0","Coral, Emerald, and Diamond Bracelet",bracelet,circa 1967,"18k yellow gold, platinum, carved coral, 2.88 ct round emeralds, 1.58 ct round diamonds",estimate,christies.com,,,,,,2026-08-05,2026-08-05,1,active,"Christie's Jewels Online (March–April 2025). Pre-sale estimate $20,000–$30,000. Hammer price not confirmed in sources."
url:www.phillips.com/detail/david-webb/ny060620/45,"Cultured Baroque Pearl, Diamond, Platinum and Gold Ring",ring,,"Cultured baroque pearl (~18.00 x 13.35mm), round brilliant-cut diamonds, platinum, 18k yellow gold",hammer,phillips.com,https://www.phillips.com/detail/david-webb/NY060620/45,,,,,2026-08-05,2026-08-05,1,active,"Size 5¾; signed. Proceeds donated to Little Angels Service Dogs. Sold at Jewels, New York, December 7, 2020."
url:www.liveauctioneers.com/price-result/david-webb-enamel-and-diamond-zebra-bracelet,David Webb Enamel and Diamond Zebra Bracelet,bracelet,,"18k gold, platinum, black & white enamel, round-cut diamonds, ruby cabochon eyes",hammer,liveauctioneers.com,https://www.liveauctioneers.com/price-result/david-webb-enamel-and-diamond-zebra-bracelet/,,,,,2026-08-04,2026-08-05,2,active,Animal Kingdom Collection; fits 7-inch wrist; properly marked; price not publicly listed on result page
meta:liveauctioneers.com|david webb high dome zebra stripe ring|estimate|0,David Webb High Dome Zebra Stripe Ring,ring,,"18k yellow gold, black and white enamel",estimate,liveauctioneers.com,,,,,,2026-08-04,2026-08-04,1,inactive,"Estimate $1,000–$2,000 per Mark Lawson Antiques / LiveAuctioneers Lot 304. High dome design with black and white enamel stripes."
url:www.1stdibs.com/buy/david-webb-jewellery,David Webb Lion Head Link Necklace with Pave Diamond Pendant,necklace,20th century,"18k yellow gold, pave diamonds, lion head motif links",asking,1stdibs.com,https://www.1stdibs.com/buy/david-webb-jewellery/,,,,,2026-08-04,2026-08-05,2,active,Long 18k gold necklace; large figured links interspersed with lion heads; pendant features a lion inset with pave diamonds; price not individually confirmed in search results
url:www.1stdibs.com/creators/david-webb/jewelry/earrings,David Webb White Enamel & Diamond Dome Clip Earrings,earrings,20th century,"18k yellow gold, white enamel, platinum, round brilliant diamonds, checkerboard dome design",asking,1stdibs.com,https://www.1stdibs.com/creators/david-webb/jewelry/earrings/,,,,,2026-08-05,2026-08-05,1,active,Excellent vintage condition; signed David Webb; checkerboard enamel dome pattern
url:www.1stdibs.com/creators/david-webb/jewelry/necklaces/choker-necklaces,Diamond & Platinum Hinged Choker Necklace,necklace,20th century,"platinum, 18k gold, full-cut diamonds (~2.50 cts total)",asking,1stdibs.com,https://www.1stdibs.com/creators/david-webb/jewelry/necklaces/choker-necklaces/,,,,,2026-08-04,2026-08-04,1,inactive,"Hinged choker design; set in platinum and 18k gold; choker category price range up to $420,000"
url:www.phillips.com/detail/david-webb/ny060124/58,"Diamond, Gem-set and Enamel Tiger Ring",ring,,"Platinum, 18k yellow gold, emerald cabochon, brilliant-cut diamonds, ruby cabochons, black enamel",hammer,phillips.com,https://www.phillips.com/detail/david-webb/NY060124/58,,,,,2026-08-05,2026-08-05,1,active,"Tiger design; size 5½; signed WEBB with maker's mark. Sold at New York Jewels: Online Auction, February 21–28, 2024."
"meta:christies.com|enamel, emerald, and diamond lion bangle|estimate|0","Enamel, Emerald, and Diamond Lion Bangle",bracelet,1960s–1970s,"enamel, emeralds, diamonds, 18k gold",estimate,christies.com,,,,,,2026-08-05,2026-08-05,1,active,"Christie's Jewels Online (March–April 2025). Pre-sale estimate $30,000–$50,000. Part of a 51-lot distinguished family collection. Hammer price not confirmed in sources."
url:www.phillips.com/detail/david-webb/ny060113/109,Gold and Diamond Necklace,necklace,,"Gold, diamonds",hammer,phillips.com,https://www.phillips.com/detail/david-webb/NY060113/109,,,,,2026-08-05,2026-08-05,1,active,"Sold at Jewels, New York, April 24, 2013."
url:www.sothebys.com/en/auctions/ecatalogue/2014/the-new-york-sale-n09215/lot.60.html,"Gold, Enamel, Ruby and Diamond 'Twin Frog' Bracelet",bracelet,1960s,"18k gold, platinum, green enamel, cabochon rubies, diamonds",estimate,sothebys.com,https://www.sothebys.com/en/auctions/ecatalogue/2014/the-new-york-sale-n09215/lot.60.html,,,,,2026-08-05,2026-08-05,1,active,"Pre-sale estimate $35,000–$55,000 at Sotheby's March 2024 'From the Vault Exceptional Signed Jewels' sale. Frog design debuted by Webb in 1964. Signed David Webb. Green enamel, 4 oval cabochon rubies, ~0.45ct round diamonds, gross weight ~67 dwts. Enamel in excellent condition."
url:www.sothebys.com/en/buy/_david-webb-gold-platinum-enamel-ruby-and-diamond-frog-bracelet-47ec,"Gold, Platinum, Enamel, Ruby and Diamond Frog Bracelet",bracelet,circa 1960s,"18k yellow gold, platinum, green enamel, cabochon ruby eyes, diamonds",asking,sothebys.com,https://www.sothebys.com/en/buy/_david-webb-gold-Platinum-enamel-ruby-and-diamond-frog-bracelet-47ec,,,,,2026-08-04,2026-08-05,2,active,"Two facing frogs with ruby cabochon eyes, green enamel body, diamond lips; inner circumference 7.7 inches; signed David Webb; price on request (Add to Bag)"
url:www.barnebys.com/realized-prices/david_webb.html,Hammered Gold Stylized Cross Pendant Necklace with Diamond Star Plaque,necklace,,"18k hammered yellow gold, round and single-cut diamonds (star-shaped pavé plaque)",hammer,barnebys.com,https://www.barnebys.com/realized-prices/David_Webb.html?p=21,,,,,2026-08-04,2026-08-04,1,inactive,Detachable pendant-brooch designed as stylized cross; chain detaches into five segments; includes alternate hammered gold star-shaped center; signed WEBB; price not captured in snippet
url:www.1stdibs.com/jewelry/necklaces/necklace-enhancers/david-webb-heraldic-lapis-diamond-enamel-gold-platinum-brooch-pendant/id-j_11061992,"Lapis, White Enamel and Diamond Maltese Cross Style Brooch Pendant",brooch,1960s,"Platinum, 18k yellow gold, lapis lazuli, white enamel, diamonds",asking,1stdibs.com,https://www.1stdibs.com/jewelry/necklaces/necklace-enhancers/david-webb-heraldic-lapis-diamond-enamel-gold-platinum-brooch-pendant/id-j_11061992/,,,,,2026-08-04,2026-08-04,1,inactive,Circa 1960s; 2.7 inches wide; cross-style design with lapis center; price not captured in search results
url:www.1stdibs.com/creators/david-webb/fashion/brooches,Lion Leo Brooch,brooch,circa 1980s,"18k yellow gold, 900 platinum, 2.50 carat round brilliant cut diamonds, blue and green enamel",asking,1stdibs.com,https://www.1stdibs.com/creators/david-webb/fashion/brooches/,,,,,2026-08-04,2026-08-04,1,inactive,Weighs 53.6 grams. Double clip. Comes with certificate of authenticity. Price not individually listed in search results; part of broader brooch category.
url:www.phillips.com/detail/david-webb/ny060124/113,Pair of Cultured Pearl and Diamond Earclips,earrings,,"Cultured baroque pearls, oval cultured pearls, brilliant-cut diamonds, platinum",hammer,phillips.com,https://www.phillips.com/detail/david-webb/NY060124/113,,,,,2026-08-05,2026-08-05,1,active,"Length approximately 2 inches; signed WEBB. Sold at New York Jewels: Online Auction, February 21–28, 2024."
url:www.phillips.com/detail/david-webb/ny060424/2,Pair of Enamel Cufflinks,other,,"18k yellow gold, black and white enamel",hammer,phillips.com,https://www.phillips.com/detail/david-webb/NY060424/2,,,,,2026-08-05,2026-08-05,1,active,"Geometric design; each approx. 7/8 inch; signed Webb, numbered. Sold at The New York Jewels Auction, December 13, 2024."
url:www.phillips.com/detail/david-webb/ny060424/87,Pair of Enamel Ear Clips,earrings,,"18k yellow gold, blue enamel",hammer,phillips.com,https://www.phillips.com/detail/david-webb/NY060424/87,,,,,2026-08-05,2026-08-05,1,active,"Domed design with blue enamel; approx. 1 1/8 inch length; signed David Webb. Sold at The New York Jewels Auction, December 13, 2024. Lot no longer available."
url:www.sothebys.com/en/buy/auction/2019/fine-jewels-2/pair-of-gold-and-enamel-cufflinks-david-webb,Pair of Gold and Enamel Ram's Head Cufflinks,other,,"18k gold, blue enamel, green enamel eyes",estimate,sothebys.com,https://www.sothebys.com/en/buy/auction/2019/fine-jewels-2/pair-of-gold-and-enamel-cufflinks-david-webb,,,,,2026-08-05,2026-08-05,1,active,"Sotheby's Fine Jewels, December 2019. Estimate $3,000–$5,000. Designed as gold ram's heads with boule-shaped terminals, blue enamel body, green enamel eyes. Gross weight ~22 dwts. Partially signed 'Webb'."
url:www.1stdibs.com/buy/david-webb-elephant,Platinum & 18K Gold Black Enamel Elephant Brooch,brooch,,"platinum, 18k yellow gold, black enamel",asking,1stdibs.com,https://www.1stdibs.com/buy/david-webb-elephant/,,,,,2026-08-04,2026-08-04,1,inactive,"Current retail price approximately $39,000 per listing notes. Part of David Webb elephant collection averaging $34,250 on 1stDibs."
url:www.beladora.com/products/518067-david-webb-ruby-diamond-and-enamel-frog-bracelet-in-18k-gold-and-platinum,"Ruby, Diamond and Enamel Frog Bracelet (Twin Frog Bangle)",bracelet,,"18k yellow gold, platinum, green enamel, cabochon rubies, diamonds",asking,beladora.com,https://www.beladora.com/products/518067-david-webb-ruby-diamond-and-enamel-frog-bracelet-in-18k-gold-and-platinum,,,,,2026-08-04,2026-08-05,2,active,Articulated hinged bangle; two green enamel frogs conjoined by a bezel-set cabochon ruby; diamond-set platinum lips and hands; signed Webb; minor wear to enamel; price not publicly listed
url:www.sothebys.com/en/consign/jewelry/david-webb,"Ruby, Emerald, Enamel and Diamond Clip-Brooch",brooch,,"rubies, emeralds, enamel, diamonds",estimate,sothebys.com,https://www.sothebys.com/en/consign/jewelry/david-webb,,,,,2026-08-05,2026-08-05,1,active,"Sotheby's Magnificent Jewels, June 8, 2023, New York. Estimate $40,000–$60,000. Hammer price not publicly disclosed in search results."
meta:christies.com|signed heritage pieces – 'stylish jewels from a distinguished collector' group|hammer|0,Signed Heritage Pieces – 'Stylish Jewels From a Distinguished Collector' Group,other,,various; primarily Cartier and David Webb signed pieces,hammer,christies.com,,,,,,2026-08-05,2026-08-05,1,active,"Christie's Jewels Online, March 2026. 18 signed pieces in 'Stylish Jewels From a Distinguished Collector' section; individual David Webb hammer prices not itemized in available sources. Total sale realized $8,526,145."
url:www.1stdibs.com/creators/david-webb/jewelry,Tassel Necklace with Detachable Pendant Brooch,necklace,circa 1970,"18k gold, textured beads",asking,1stdibs.com,https://www.1stdibs.com/creators/david-webb/jewelry/,,,,,2026-08-04,2026-08-04,1,inactive,28 inches with tassel; can be shortened to 2+ inches; detachable pendant brooch; circa 1970
url:www.1stdibs.com/creators/david-webb/jewelry/brooches/brooches,Unicorn Brooch,brooch,20th century,18k yellow gold,asking,1stdibs.com,https://www.1stdibs.com/creators/david-webb/jewelry/brooches/brooches/,,,,,2026-08-04,2026-08-04,1,inactive,Described as exquisitely detailed. Price not individually listed in search results.
url:www.1stdibs.com/jewelry/brooches/brooches/david-webb-important-vintage-maltese-crosee-white-enamel-pin-pendant-brooch/id-j_11775392,Vintage Maltese Cross White Enamel Pin/Pendant,brooch,,"18k yellow gold, platinum, white enamel, diamonds",asking,1stdibs.com,https://www.1stdibs.com/jewelry/brooches/brooches/david-webb-important-vintage-maltese-crosee-white-enamel-pin-pendant-brooch/id-j_11775392/,,,,,2026-08-05,2026-08-05,1,active,"Large 56mm x 56mm, wearable as brooch or pendant. Signed Webb."
